topic,text,label
Remote Learning,Remote Learning seems okay but not revolutionary.,neutral
Remote Learning,Remote Learning is acceptable but could improve.,neutral
Remote Learning,I wouldn't recommend Remote Learning to others.,negative
Remote Learning,Remote Learning is acceptable but could improve.,neutral
Remote Learning,Remote Learning did not meet my expectations.,negative
Remote Learning,Remote Learning has significantly improved my daily life.,positive
Remote Learning,Remote Learning has significantly improved my daily life.,positive
Remote Learning,I wouldn't recommend Remote Learning to others.,negative
Remote Learning,Remote Learning seems okay but not revolutionary.,neutral
Remote Learning,Remote Learning has significantly improved my daily life.,positive
Remote Learning,I wouldn't recommend Remote Learning to others.,negative
Remote Learning,I wouldn't recommend Remote Learning to others.,negative
Remote Learning,Remote Learning did not meet my expectations.,negative
Remote Learning,There are serious drawbacks to Remote Learning.,negative
Remote Learning,I really enjoy using Remote Learning.,positive
Remote Learning,My experience with Remote Learning was neither good nor bad.,neutral
E-commerce Trends,There are serious drawbacks to E-commerce Trends.,negative
E-commerce Trends,There are serious drawbacks to E-commerce Trends.,negative
E-commerce Trends,E-commerce Trends did not meet my expectations.,negative
E-commerce Trends,E-commerce Trends did not meet my expectations.,negative
E-commerce Trends,I wouldn't recommend E-commerce Trends to others.,negative
E-commerce Trends,There are serious drawbacks to E-commerce Trends.,negative
E-commerce Trends,E-commerce Trends is acceptable but could improve.,neutral
E-commerce Trends,I had a wonderful experience with E-commerce Trends.,positive
E-commerce Trends,E-commerce Trends has significantly improved my daily life.,positive
E-commerce Trends,I wouldn't recommend E-commerce Trends to others.,negative
E-commerce Trends,E-commerce Trends offers many benefits and opportunities.,positive
E-commerce Trends,E-commerce Trends has significantly improved my daily life.,positive
E-commerce Trends,E-commerce Trends offers many benefits and opportunities.,positive
E-commerce Trends,E-commerce Trends offers many benefits and opportunities.,positive
E-commerce Trends,I really enjoy using E-commerce Trends.,positive
E-commerce Trends,I had a bad experience with E-commerce Trends.,negative
E-commerce Trends,E-commerce Trends did not meet my expectations.,negative
E-commerce Trends,I had a wonderful experience with E-commerce Trends.,positive
E-commerce Trends,There are serious drawbacks to E-commerce Trends.,negative
E-commerce Trends,I find E-commerce Trends to be average in most aspects.,neutral
E-commerce Trends,E-commerce Trends has significantly improved my daily life.,positive
E-commerce Trends,I really enjoy using E-commerce Trends.,positive
E-commerce Trends,I had a bad experience with E-commerce Trends.,negative
E-commerce Trends,E-commerce Trends has significantly improved my daily life.,positive
E-commerce Trends,I really enjoy using E-commerce Trends.,positive
E-commerce Trends,E-commerce Trends seems okay but not revolutionary.,neutral
E-commerce Trends,I wouldn't recommend E-commerce Trends to others.,negative
E-commerce Trends,E-commerce Trends is acceptable but could improve.,neutral
E-commerce Trends,E-commerce Trends did not meet my expectations.,negative
E-commerce Trends,E-commerce Trends did not meet my expectations.,negative
E-commerce Trends,E-commerce Trends did not meet my expectations.,negative
E-commerce Trends,E-commerce Trends has significantly improved my daily life.,positive
E-commerce Trends,E-commerce Trends seems okay but not revolutionary.,neutral
E-commerce Trends,I wouldn't recommend E-commerce Trends to others.,negative
E-commerce Trends,E-commerce Trends has significantly improved my daily life.,positive
E-commerce Trends,E-commerce Trends did not meet my expectations.,negative
E-commerce Trends,I had a wonderful experience with E-commerce Trends.,positive
E-commerce Trends,E-commerce Trends did not meet my expectations.,negative
E-commerce Trends,There are serious drawbacks to E-commerce Trends.,negative
E-commerce Trends,E-commerce Trends did not meet my expectations.,negative
E-commerce Trends,I had a bad experience with E-commerce Trends.,negative
E-commerce Trends,E-commerce Trends offers many benefits and opportunities.,positive
E-commerce Trends,E-commerce Trends offers many benefits and opportunities.,positive
E-commerce Trends,E-commerce Trends is acceptable but could improve.,neutral
E-commerce Trends,E-commerce Trends is acceptable but could improve.,neutral
E-commerce Trends,I had a bad experience with E-commerce Trends.,negative
E-commerce Trends,I really enjoy using E-commerce Trends.,positive
E-commerce Trends,I had a wonderful experience with E-commerce Trends.,positive
E-commerce Trends,I really enjoy using E-commerce Trends.,positive
E-commerce Trends,E-commerce Trends seems okay but not revolutionary.,neutral
E-commerce Trends,I wouldn't recommend E-commerce Trends to others.,negative
E-commerce Trends,E-commerce Trends offers many benefits and opportunities.,positive
E-commerce Trends,E-commerce Trends seems okay but not revolutionary.,neutral
E-commerce Trends,E-commerce Trends has significantly improved my daily life.,positive
E-commerce Trends,There are serious drawbacks to E-commerce Trends.,negative
E-commerce Trends,I really enjoy using E-commerce Trends.,positive
E-commerce Trends,E-commerce Trends offers many benefits and opportunities.,positive
E-commerce Trends,I had a wonderful experience with E-commerce Trends.,positive
E-commerce Trends,I had a bad experience with E-commerce Trends.,negative
E-commerce Trends,I wouldn't recommend E-commerce Trends to others.,negative
E-commerce Trends,E-commerce Trends offers many benefits and opportunities.,positive
E-commerce Trends,I had a wonderful experience with E-commerce Trends.,positive
E-commerce Trends,E-commerce Trends offers many benefits and opportunities.,positive
E-commerce Trends,I had a bad experience with E-commerce Trends.,negative
E-commerce Trends,I really enjoy using E-commerce Trends.,positive
E-commerce Trends,E-commerce Trends offers many benefits and opportunities.,positive
E-commerce Trends,E-commerce Trends offers many benefits and opportunities.,positive
E-commerce Trends,E-commerce Trends offers many benefits and opportunities.,positive
E-commerce Trends,E-commerce Trends seems okay but not revolutionary.,neutral
E-commerce Trends,E-commerce Trends has significantly improved my daily life.,positive
Telemedicine,Telemedicine offers many benefits and opportunities.,positive
Telemedicine,I really enjoy using Telemedicine.,positive
Telemedicine,I had a bad experience with Telemedicine.,negative
Telemedicine,Telemedicine did not meet my expectations.,negative
Telemedicine,I wouldn't recommend Telemedicine to others.,negative
Telemedicine,I wouldn't recommend Telemedicine to others.,negative
Telemedicine,I had a bad experience with Telemedicine.,negative
Telemedicine,My experience with Telemedicine was neither good nor bad.,neutral
Telemedicine,There are serious drawbacks to Telemedicine.,negative
Telemedicine,There are serious drawbacks to Telemedicine.,negative
Telemedicine,Telemedicine offers many benefits and opportunities.,positive
Telemedicine,I had a wonderful experience with Telemedicine.,positive
Telemedicine,I really enjoy using Telemedicine.,positive
Telemedicine,I wouldn't recommend Telemedicine to others.,negative
Telemedicine,I wouldn't recommend Telemedicine to others.,negative
Telemedicine,I wouldn't recommend Telemedicine to others.,negative
Telemedicine,There are serious drawbacks to Telemedicine.,negative
Telemedicine,Telemedicine did not meet my expectations.,negative
Telemedicine,I had a wonderful experience with Telemedicine.,positive
Telemedicine,Telemedicine is acceptable but could improve.,neutral
Telemedicine,Telemedicine did not meet my expectations.,negative
Telemedicine,I wouldn't recommend Telemedicine to others.,negative
Telemedicine,Telemedicine did not meet my expectations.,negative
Telemedicine,Telemedicine is acceptable but could improve.,neutral
Telemedicine,Telemedicine did not meet my expectations.,negative
Telemedicine,I had a bad experience with Telemedicine.,negative
Telemedicine,My experience with Telemedicine was neither good nor bad.,neutral
Telemedicine,I wouldn't recommend Telemedicine to others.,negative
Telemedicine,Telemedicine did not meet my expectations.,negative
Telemedicine,I wouldn't recommend Telemedicine to others.,negative
Telemedicine,Telemedicine did not meet my expectations.,negative
Telemedicine,Telemedicine seems okay but not revolutionary.,neutral
Telemedicine,There are serious drawbacks to Telemedicine.,negative
Telemedicine,Telemedicine did not meet my expectations.,negative
Telemedicine,I had a bad experience with Telemedicine.,negative
Telemedicine,My experience with Telemedicine was neither good nor bad.,neutral
Telemedicine,I had a bad experience with Telemedicine.,negative
Telemedicine,Telemedicine did not meet my expectations.,negative
Telemedicine,Telemedicine offers many benefits and opportunities.,positive
Telemedicine,There are serious drawbacks to Telemedicine.,negative
Telemedicine,Telemedicine did not meet my expectations.,negative
Telemedicine,There are serious drawbacks to Telemedicine.,negative
Telemedicine,I wouldn't recommend Telemedicine to others.,negative
Telemedicine,Telemedicine did not meet my expectations.,negative
Telemedicine,There are serious drawbacks to Telemedicine.,negative
Telemedicine,Telemedicine did not meet my expectations.,negative
Telemedicine,I had a bad experience with Telemedicine.,negative
